node,in_degree,out_degree,in_degree_centrality,out_degree_centrality,degree_centrality,pagerank,betweenness_centrality,closeness_centrality
Menstrual cycle,3,9,0.0007197696737044146,0.002159309021113244,0.0028790786948176585,5.3592613188368264e-05,1.4690356425292936e-05,0.3024311335494167
Bismuth,4,9,0.0009596928982725527,0.002159309021113244,0.0031190019193857964,7.531262018846567e-05,3.163007910652202e-05,0.2756705118888355
Thallium,7,9,0.0016794625719769674,0.002159309021113244,0.003838771593090211,9.147952614346918e-05,0.00033224746370269086,0.37488802428613427
Bison,5,6,0.0011996161228406909,0.0014395393474088292,0.00263915547024952,9.596375284208066e-05,5.5073959693136435e-05,0.28805161056529555
Björn Borg,3,1,0.0007197696737044146,0.0002399232245681382,0.0009596928982725527,6.018116012142003e-05,1.3750033973658045e-05,0.3106135005408135
Tennis Masters Cup,8,8,0.0019193857965451055,0.0019193857965451055,0.003838771593090211,0.00012388226754056275,0.00024397594806537518,0.2751959102924172
Bjørnøya,0,2,0.0,0.0004798464491362764,0.0004798464491362764,3.604868397980029e-05,0.0,0.0
Hunger,3,4,0.0007197696737044146,0.0009596928982725527,0.0016794625719769674,7.08544191188822e-05,4.6537224806336935e-06,0.28205012807845836
Black Rhinoceros,2,9,0.0004798464491362764,0.002159309021113244,0.00263915547024952,4.549930056725169e-05,2.9546892252770823e-06,0.269905743423567
Bucharest,7,14,0.0016794625719769674,0.0033589251439539347,0.005038387715930902,0.00010255198874982492,0.0002837007103259941,0.29071129247594324
History of Russia,2,11,0.0004798464491362764,0.00263915547024952,0.0031190019193857964,6.430080892934163e-05,1.2875818006848714e-05,0.27988474895522153
Pyrite,5,11,0.0011996161228406909,0.00263915547024952,0.003838771593090211,6.554994576342445e-05,2.0523071365745975e-05,0.3121063860946293
Black Seminoles,0,4,0.0,0.0009596928982725527,0.0009596928982725527,3.604868397980029e-05,0.0,0.0
Black Wildebeest,2,5,0.0004798464491362764,0.0011996161228406909,0.0016794625719769674,7.580993482069276e-05,1.0409175999006978e-06,0.24584493565430846
Blue Wildebeest,10,15,0.0023992322456813818,0.0035988483685220726,0.005998080614203455,0.00016739706742156113,0.00019796943600050207,0.31781055572654926
Black panther,1,7,0.0002399232245681382,0.0016794625719769674,0.0019193857965451055,3.99646721414013e-05,1.3550943550295317e-06,0.2654578843405777
Cat,26,34,0.006238003838771593,0.008157389635316698,0.01439539347408829,0.00018294803352432036,0.0005308544369049279,0.34001543297358133
Black pepper,9,12,0.002159309021113244,0.0028790786948176585,0.005038387715930902,0.00010388227617838495,0.0003254276791392236,0.2943765857229129
Cultivar,18,11,0.004318618042226488,0.00263915547024952,0.006957773512476007,0.0001451330669756008,0.00031426816346006713,0.3085610392186565
Edible salt,7,18,0.0016794625719769674,0.004318618042226488,0.005998080614203455,0.00025184625847087975,5.1627369618896497e-05,0.2884915061249538
Long pepper,1,6,0.0002399232245681382,0.0014395393474088292,0.0016794625719769674,5.168730317268473e-05,1.4820444857958502e-06,0.22736520801116497
Sichuan Pepper,2,5,0.0004798464491362764,0.0011996161228406909,0.0016794625719769674,5.435604378272284e-05,2.576830363297558e-05,0.3635098956735839
Black-backed Jackal,1,4,0.0002399232245681382,0.0009596928982725527,0.0011996161228406909,4.594826913877552e-05,8.785420897925106e-07,0.25721058529744306
Black-winged Stilt,1,5,0.0002399232245681382,0.0011996161228406909,0.0014395393474088292,3.909509168183648e-05,4.06949278667696e-06,0.25966939314189846
Thrush (bird),2,3,0.0004798464491362764,0.0007197696737044146,0.0011996161228406909,5.2140393299199414e-05,0.00024196875464077328,0.24522118463748435
Blackjack,3,5,0.0007197696737044146,0.0011996161228406909,0.0019193857965451055,6.515395571176925e-05,0.00016154179798758578,0.3431314925062817
Card game,3,8,0.0007197696737044146,0.0019193857965451055,0.00263915547024952,0.00013059057737542585,1.0797890945332447e-05,0.2607119150138689
Blackpool,1,3,0.0002399232245681382,0.0007197696737044146,0.0009596928982725527,5.779164431910957e-05,6.08887110155989e-07,0.263338527261189
Blacktip reef shark,1,4,0.0002399232245681382,0.0009596928982725527,0.0011996161228406909,8.009052951317493e-05,0.0002397320335012748,0.24257331682928177
Gray reef shark,1,4,0.0002399232245681382,0.0009596928982725527,0.0011996161228406909,7.398872297800915e-05,1.805012758549683e-06,0.19518192068924456
Blade Runner,6,16,0.0014395393474088292,0.003838771593090211,0.00527831094049904,6.239514876233034e-05,0.0003798808719182357,0.3208529790192298
Computer and video games,19,28,0.004558541266794626,0.0067178502879078695,0.011276391554702494,0.0009320167989511111,0.0002441733461940501,0.3393768281264155
Cyberpunk,1,9,0.0002399232245681382,0.002159309021113244,0.0023992322456813818,3.93665157202208e-05,1.1282605829672392e-06,0.2428426222528973
Star Wars Episode IV  A New Hope,13,18,0.0031190019193857964,0.004318618042226488,0.007437619961612284,0.0003891521555567327,0.00022686825179634844,0.3114981739796196
Synthesizer,8,9,0.0019193857965451055,0.002159309021113244,0.004078694817658349,0.000144119591214677,1.752427693732695e-05,0.2880116865721472
ZX Spectrum,4,7,0.0009596928982725527,0.0016794625719769674,0.00263915547024952,4.6421314732336196e-05,0.0002955732905416345,0.3433866510151272
Blue Jay,1,5,0.0002399232245681382,0.0011996161228406909,0.0014395393474088292,4.378892722504323e-05,4.385708954394919e-06,0.20802926405226171
Magpie,4,6,0.0009596928982725527,0.0014395393474088292,0.0023992322456813818,5.4579104286777754e-05,0.00024437762835082644,0.2627558093972362
Blue Peter,1,5,0.0002399232245681382,0.0011996161228406909,0.0014395393474088292,3.901699781701906e-05,2.3865783866992425e-06,0.263472082999625
Blue Whale,2,15,0.0004798464491362764,0.0035988483685220726,0.004078694817658349,0.00013297891529942963,3.57038662414067e-05,0.2628555206651119
Humpback Whale,6,14,0.0014395393474088292,0.0033589251439539347,0.0047984644913627635,0.0002251575539533459,0.0002634969530719676,0.3193735984965868
Outer Hebrides,4,5,0.0009596928982725527,0.0011996161228406909,0.002159309021113244,6.666261256131602e-05,4.647393457339266e-05,0.30214530259804323
Whale song,2,8,0.0004798464491362764,0.0019193857965451055,0.0023992322456813818,5.505112115618278e-05,3.379370763229574e-06,0.24267246509611612
Blue shark,5,12,0.0011996161228406909,0.0028790786948176585,0.004078694817658349,0.00010673584985165782,3.021267618214891e-05,0.3168655563613971
Bluegrass music,10,11,0.0023992322456813818,0.00263915547024952,0.005038387715930902,0.0001445077964118854,0.00030433193879085384,0.3428484274241944
Double bass,7,10,0.0016794625719769674,0.0023992322456813818,0.004078694817658349,0.00014126195397895893,6.050818389134224e-05,0.2978577106884602
Music of Ireland,2,7,0.0004798464491362764,0.0016794625719769674,0.002159309021113244,4.809786694382504e-05,2.040890178856947e-05,0.25705149908684344
Tin whistle,8,11,0.0019193857965451055,0.00263915547024952,0.004558541266794626,0.00011994867819754842,0.00010438548374815632,0.2993595503303382
Bluetooth,6,13,0.0014395393474088292,0.0031190019193857964,0.004558541266794626,0.000204944278239873,5.393651821840059e-05,0.3190058825020022
Civilization (computer game),3,7,0.0007197696737044146,0.0016794625719769674,0.0023992322456813818,7.644670340169395e-05,2.535268593917657e-05,0.27986590149737944
Go (board game),4,8,0.0009596928982725527,0.0019193857965451055,0.0028790786948176585,6.919010647433588e-05,3.1396385674294966e-05,0.3308660645837182
Mancala,2,9,0.0004798464491362764,0.002159309021113244,0.00263915547024952,4.777202968654399e-05,3.103310988663388e-05,0.25876400206936584
Monopoly (game),4,11,0.0009596928982725527,0.00263915547024952,0.0035988483685220726,8.052603542891171e-05,4.7941783993449886e-05,0.3012910422818678
Lake Superior,8,11,0.0019193857965451055,0.00263915547024952,0.004558541266794626,0.00015110794108518592,5.997859253515215e-05,0.32352550500047367
Neil Young,3,9,0.0007197696737044146,0.002159309021113244,0.0028790786948176585,6.199394993177269e-05,9.254139846771775e-06,0.28151518236375295
Sony,18,21,0.004318618042226488,0.005038387715930902,0.00935700575815739,0.0005499567871528878,0.00013491046076708016,0.3395986792969508
Bob Marley,6,15,0.0014395393474088292,0.0035988483685220726,0.005038387715930902,0.00010032696601043004,5.468055550986069e-05,0.3143014926443382
Drum and bass,6,14,0.0014395393474088292,0.0033589251439539347,0.0047984644913627635,8.019702195805788e-05,0.00026090277525672246,0.33535129809054176
Bobcat,1,6,0.0002399232245681382,0.0014395393474088292,0.0016794625719769674,3.917183007723721e-05,1.7778923280582046e-06,0.27300851587966135
Bodyline,2,8,0.0004798464491362764,0.0019193857965451055,0.0023992322456813818,6.353566840196556e-05,8.746060093527123e-07,0.2804513555055054
The Ashes,3,8,0.0007197696737044146,0.0019193857965451055,0.00263915547024952,8.355043384593807e-05,0.00020974789300767644,0.28054601304415316
Pan Am Flight 103,3,3,0.0007197696737044146,0.0007197696737044146,0.0014395393474088292,6.030736457783776e-05,1.8976136910955731e-06,0.282433478575337
Haraldskær Woman,2,2,0.0004798464491362764,0.0004798464491362764,0.0009596928982725527,4.330984245489928e-05,1.352322989233766e-06,0.2654578843405777
Moss,3,6,0.0007197696737044146,0.0014395393474088292,0.002159309021113244,9.193544427277195e-05,1.4755545434677159e-05,0.29605418415985785
Bogotá,3,6,0.0007197696737044146,0.0014395393474088292,0.002159309021113244,6.168999984495802e-05,2.972642886458893e-06,0.3009637654599236
Global city,18,47,0.004318618042226488,0.011276391554702494,0.015595009596928982,0.0002556631169054307,0.00032419104928129767,0.3412438326000562
Bohrium,4,6,0.0009596928982725527,0.0014395393474088292,0.0023992322456813818,7.433724233523454e-05,1.6759900681937808e-05,0.27311616200539424
Hassium,3,4,0.0007197696737044146,0.0009596928982725527,0.0016794625719769674,6.444348537027573e-05,2.1208190490677047e-06,0.2591189374173006
La Paz,1,5,0.0002399232245681382,0.0011996161228406909,0.0014395393474088292,0.00013841200176399607,1.9068534915036975e-07,0.27873968056580045
Lake Titicaca,4,7,0.0009596928982725527,0.0016794625719769674,0.00263915547024952,9.349872071922771e-05,3.1768296139225404e-06,0.30931889232182824
Simón Bolívar,5,5,0.0011996161228406909,0.0011996161228406909,0.0023992322456813818,6.354264166170986e-05,2.6488864981948247e-07,0.31274050998841785
Sucre,2,6,0.0004798464491362764,0.0014395393474088292,0.0019193857965451055,6.48486709051575e-05,6.867779926221616e-07,0.30567877590733195
Tin,19,21,0.004558541266794626,0.005038387715930902,0.009596928982725527,0.0001790648005329962,0.0005129666002603474,0.33970971368612757
Guglielmo Marconi,3,7,0.0007197696737044146,0.0016794625719769674,0.0023992322456813818,5.395675046397807e-05,5.441634765277261e-06,0.29546485406199946
Boltysh crater,1,3,0.0002399232245681382,0.0007197696737044146,0.0009596928982725527,4.119043554488837e-05,1.1090192330981867e-06,0.23745906966267197
Bontebok,0,3,0.0,0.0007197696737044146,0.0007197696737044146,3.604868397980029e-05,0.0,0.0
Booby,0,8,0.0,0.0019193857965451055,0.0019193857965451055,3.604868397980029e-05,0.0,0.0
Johannes Gutenberg,3,9,0.0007197696737044146,0.002159309021113244,0.0028790786948176585,5.2563735819219674e-05,1.776157894899217e-05,0.33274688848967854
Library of Congress,15,14,0.0035988483685220726,0.0033589251439539347,0.006957773512476007,0.00016461809507797035,0.00033872200431594665,0.3254254668574179
Book of Kells,5,12,0.0011996161228406909,0.0028790786948176585,0.004078694817658349,8.579401209040866e-05,2.1771195542877702e-05,0.3350268953838037
Boolean logic,4,8,0.0009596928982725527,0.0019193857965451055,0.0028790786948176585,7.596439907965949e-05,0.00026142069763628387,0.29970495689306154
Venn diagram,1,4,0.0002399232245681382,0.0009596928982725527,0.0011996161228406909,4.0997620220134705e-05,6.72349427184962e-06,0.23053076532261396
Borage,4,4,0.0009596928982725527,0.0009596928982725527,0.0019193857965451055,4.6598962666357846e-05,3.186979483675723e-05,0.32939753009717715
Boris Becker,2,11,0.0004798464491362764,0.00263915547024952,0.0031190019193857964,4.884029321172374e-05,0.00027684168897754114,0.29410577009667294
Hopman Cup,2,5,0.0004798464491362764,0.0011996161228406909,0.0016794625719769674,4.795799097537884e-05,0.000249170937861414,0.22758932354395073
John McEnroe,4,10,0.0009596928982725527,0.0023992322456813818,0.0033589251439539347,7.922778349101299e-05,4.213479365655089e-05,0.2955909414819406
Boron,10,15,0.0023992322456813818,0.0035988483685220726,0.005998080614203455,0.00014908974169330205,6.494846499020993e-05,0.31638311793819157
Husein Gradaščević,2,0,0.0004798464491362764,0.0,0.0004798464491362764,4.8945240435821595e-05,0.0,0.27188949179890237
Sarajevo,5,12,0.0011996161228406909,0.0028790786948176585,0.004078694817658349,8.925654676864001e-05,7.104468180943928e-05,0.33462227352947543
Boston RFC,1,2,0.0002399232245681382,0.0004798464491362764,0.0007197696737044146,5.7606488210228446e-05,5.938752799804399e-07,0.28109628929564323
Boston Terrier,1,3,0.0002399232245681382,0.0007197696737044146,0.0009596928982725527,4.149636664043501e-05,4.363442643321159e-06,0.23114619784405363
Cornea,7,6,0.0016794625719769674,0.0014395393474088292,0.0031190019193857964,0.0001146334413305189,4.6741702443563615e-05,0.26169691059984157
Cheers,4,8,0.0009596928982725527,0.0019193857965451055,0.0028790786948176585,6.712686258006028e-05,6.855624132454243e-05,0.3672034491284754
Merrimack River,2,4,0.0004798464491362764,0.0009596928982725527,0.0014395393474088292,6.027522882026654e-05,5.34199470302447e-05,0.36462613065766664
New England Patriots,2,4,0.0004798464491362764,0.0009596928982725527,0.0014395393474088292,7.585583447640903e-05,7.0900422886742534e-06,0.28126750387358446
Washington Metro,4,9,0.0009596928982725527,0.002159309021113244,0.0031190019193857964,9.168299923799106e-05,1.4660382264377152e-05,0.3039351058385319
Chocolate,11,20,0.00263915547024952,0.0047984644913627635,0.007437619961612284,0.0002038160267305559,0.0003537464235917691,0.3162627377852587
Gaborone,1,1,0.0002399232245681382,0.0002399232245681382,0.0004798464491362764,5.688721160832968e-05,0.0,0.25751339223223774
Bottlenose Dolphin,3,9,0.0007197696737044146,0.002159309021113244,0.0028790786948176585,8.994565583440696e-05,2.2792210879759582e-05,0.279057855182709
Boudica,3,7,0.0007197696737044146,0.0016794625719769674,0.0023992322456813818,6.217584714141684e-05,6.220029686717233e-05,0.3116616900814462
Watling Street,4,3,0.0009596928982725527,0.0007197696737044146,0.0016794625719769674,5.532694153723485e-05,5.529777217101873e-06,0.25863517563234084
Boundary Waters Canoe Area Wilderness,3,5,0.0007197696737044146,0.0011996161228406909,0.0019193857965451055,5.7039544768106826e-05,1.1098638886522599e-05,0.35148922845366076
Metamorphic rock,12,14,0.0028790786948176585,0.0033589251439539347,0.006238003838771593,0.00013624520664776737,9.275968371192191e-05,0.3307870612254126
Bouvet Island,1,4,0.0002399232245681382,0.0009596928982725527,0.0011996161228406909,5.301810396988146e-05,1.0966316894499787e-06,0.29292420617677506
Boy Scout,1,3,0.0002399232245681382,0.0007197696737044146,0.0009596928982725527,6.710336788676914e-05,8.969489802901099e-06,0.21977835204844445
Eagle Scout (Boy Scouts of America),5,3,0.0011996161228406909,0.0007197696737044146,0.0019193857965451055,7.288679207066453e-05,0.0002476893046634436,0.28178240133135024
Scouting,7,10,0.0016794625719769674,0.0023992322456813818,0.004078694817658349,0.00010747965213446121,0.00012339967066494375,0.3230225895566675
Boyle Roche,0,1,0.0,0.0002399232245681382,0.0002399232245681382,3.604868397980029e-05,0.0,0.0
Brabantian,0,4,0.0,0.0009596928982725527,0.0009596928982725527,3.604868397980029e-05,0.0,0.0
Brabham,1,4,0.0002399232245681382,0.0009596928982725527,0.0011996161228406909,3.8843478114571237e-05,8.690532263882098e-06,0.2519556615481106
Brachiosaurus,1,7,0.0002399232245681382,0.0016794625719769674,0.0019193857965451055,7.032581155654006e-05,4.943770688215661e-05,0.27559738973714093
Brahman,6,10,0.0014395393474088292,0.0023992322456813818,0.003838771593090211,0.0001094104574251014,1.0153834329221548e-05,0.32591033855364526
Trimurti,5,5,0.0011996161228406909,0.0011996161228406909,0.0023992322456813818,7.91845843443065e-05,1.71326856524248e-06,0.323198432011516
Down syndrome,5,8,0.0011996161228406909,0.0019193857965451055,0.0031190019193857964,5.219846478885686e-05,5.607429144273364e-05,0.2873346679505036
Huntington's disease,2,5,0.0004798464491362764,0.0011996161228406909,0.0016794625719769674,3.9653587945971193e-05,3.7330513141641593e-06,0.2845022342029083
Kuru (disease),2,1,0.0004798464491362764,0.0002399232245681382,0.0007197696737044146,3.975059453776032e-05,0.0,0.26754272159367093
Lung cancer,10,14,0.0023992322456813818,0.0033589251439539347,0.005758157389635317,0.00021084170862356417,6.41882155842307e-05,0.31323550175128767
Stuttering,5,10,0.0011996161228406909,0.0023992322456813818,0.0035988483685220726,5.1605998592482946e-05,7.526098130589697e-05,0.3490097948636282
Tay-Sachs disease,2,5,0.0004798464491362764,0.0011996161228406909,0.0016794625719769674,3.921016896028489e-05,2.5681528635350247e-05,0.3465650965006742
Tribe,20,11,0.0047984644913627635,0.00263915547024952,0.007437619961612284,0.000180665523844371,0.00020376051048833098,0.3853865576072037
Brandon Routh,1,4,0.0002399232245681382,0.0009596928982725527,0.0011996161228406909,3.715684577033567e-05,1.6251943411121434e-06,0.27331373387058294
Christina Aguilera,4,12,0.0009596928982725527,0.0028790786948176585,0.003838771593090211,8.286999754962326e-05,1.3862784785849733e-05,0.29067062786656067
Saxophone,8,10,0.0019193857965451055,0.0023992322456813818,0.004318618042226488,0.00012396815987053125,9.669286018103232e-05,0.2853225756718443
Bratislava,4,7,0.0009596928982725527,0.0016794625719769674,0.00263915547024952,8.874565052767352e-05,2.3249068417710445e-05,0.34604568170158906
Woodrow Wilson,10,25,0.0023992322456813818,0.005998080614203455,0.008397312859884836,0.000208014780520106,0.0001428621695747185,0.32727054391968535
Monaco Grand Prix,4,6,0.0009596928982725527,0.0014395393474088292,0.0023992322456813818,9.451913335807326e-05,0.0004826100286696601,0.33692814245935016
Pelé,5,7,0.0011996161228406909,0.0016794625719769674,0.0028790786948176585,6.365571106603231e-05,7.003839991817857e-05,0.3217222973553247
Suriname,5,10,0.0011996161228406909,0.0023992322456813818,0.0035988483685220726,8.94688920462557e-05,1.3020411556096027e-05,0.3467096552295057
São Paulo,4,7,0.0009596928982725527,0.0016794625719769674,0.00263915547024952,6.697716685265264e-05,3.99811119502746e-06,0.3105438718699906
Butter,11,22,0.00263915547024952,0.00527831094049904,0.00791746641074856,0.0001794509222958295,0.0002357698654092172,0.3523534240980148
Soup,17,21,0.004078694817658349,0.005038387715930902,0.009117082533589251,0.0001500576767557483,0.00025755576388492387,0.3113115084071973
Breaker Morant,1,2,0.0002399232245681382,0.0004798464491362764,0.0007197696737044146,5.991082299412908e-05,5.670901979165218e-07,0.25725834956583626
Japanese yen,6,11,0.0014395393474088292,0.00263915547024952,0.004078694817658349,8.465304554160593e-05,3.882575620724093e-05,0.3358390817968553
World Bank Group,6,5,0.0014395393474088292,0.0011996161228406909,0.00263915547024952,7.936624888785886e-05,1.7067781590486028e-05,0.38682135491772934
Matthew Brettingham,3,5,0.0007197696737044146,0.0011996161228406909,0.0019193857965451055,5.1068444855065524e-05,4.701744528817787e-06,0.2859901346845641
Rhine,20,23,0.0047984644913627635,0.005518234165067178,0.010316698656429943,0.00022191887280805948,0.0004996980535676523,0.3682119816812337
Tay Rail Bridge,3,7,0.0007197696737044146,0.0016794625719769674,0.0023992322456813818,5.722275761854753e-05,8.748054426259267e-06,0.2897384716422256
Tower Bridge,5,6,0.0011996161228406909,0.0014395393474088292,0.00263915547024952,0.00015715483905425398,1.5060271661257837e-05,0.31927545803457663
Brighton,6,9,0.0014395393474088292,0.002159309021113244,0.0035988483685220726,8.524147446861885e-05,3.4418640608513374e-05,0.32929313344711864
George IV of the United Kingdom,6,11,0.0014395393474088292,0.00263915547024952,0.004078694817658349,0.00012740572001731175,6.334158179808444e-05,0.31506395551785954
Vodafone,3,11,0.0007197696737044146,0.00263915547024952,0.0033589251439539347,5.777122486426694e-05,0.0001019621411647355,0.32737366185396494
Cotswolds,4,5,0.0009596928982725527,0.0011996161228406909,0.002159309021113244,6.0406670596730405e-05,6.475359482076037e-06,0.3444396351099026
John Cabot,5,6,0.0011996161228406909,0.0014395393474088292,0.00263915547024952,7.916734461988246e-05,1.697301560587406e-05,0.33829944137045864
Chennai,3,6,0.0007197696737044146,0.0014395393474088292,0.002159309021113244,6.230283213221388e-05,9.551868397779066e-06,0.32367668514299724
Indus River,8,11,0.0019193857965451055,0.00263915547024952,0.004558541266794626,0.00012420819511426063,4.7423256845853346e-05,0.33320040385120536
Kerala,5,11,0.0011996161228406909,0.00263915547024952,0.003838771593090211,8.514414383237618e-05,0.0008756503464430787,0.329449753248996
Oliver Cromwell,9,12,0.002159309021113244,0.0028790786948176585,0.005038387715930902,7.951030028062662e-05,5.3194014302249434e-05,0.31415894151002227
Mahatma Gandhi,20,23,0.0047984644913627635,0.005518234165067178,0.010316698656429943,0.0002074729420410691,0.0006456039143393991,0.34804527570857424
Richard III of England,9,15,0.002159309021113244,0.0035988483685220726,0.005758157389635317,0.00019857497409270122,0.0002492384533607001,0.3120595162363782
Rudyard Kipling,12,19,0.0028790786948176585,0.004558541266794626,0.007437619961612284,0.00010013522741779657,0.0005808226908774487,0.370476790625431
Tonga,6,8,0.0014395393474088292,0.0019193857965451055,0.0033589251439539347,8.573393236542026e-05,7.695914917104981e-06,0.3316581786957214
Union Flag,7,8,0.0016794625719769674,0.0019193857965451055,0.0035988483685220726,6.396164968790216e-05,1.9000251595459145e-05,0.34915640067513104
Sudoku,5,6,0.0011996161228406909,0.0014395393474088292,0.00263915547024952,5.1090429120852744e-05,8.132806640288447e-06,0.2983066779526331
British House of Commons,24,17,0.005758157389635317,0.004078694817658349,0.009836852207293665,0.00026877910457739207,0.0002640159941920086,0.3592366355982439
Liberal Democrats,7,9,0.0016794625719769674,0.002159309021113244,0.003838771593090211,0.00011937364413037166,0.00026965908309028146,0.32234612869278556
Palace of Westminster,12,16,0.0028790786948176585,0.003838771593090211,0.0067178502879078695,0.00019601918766289298,0.0001511768695909347,0.36456216116106005
Privy Council of the United Kingdom,10,10,0.0023992322456813818,0.0023992322456813818,0.0047984644913627635,7.023571983180019e-05,3.207341715985787e-05,0.3349998901528361
Speaker of the British House of Commons,3,4,0.0007197696737044146,0.0009596928982725527,0.0016794625719769674,8.0810379493059e-05,3.724858707475646e-07,0.2752505885976611
British Indian Ocean Territory,0,4,0.0,0.0009596928982725527,0.0009596928982725527,3.604868397980029e-05,0.0,0.0
British Isles (terminology),1,6,0.0002399232245681382,0.0014395393474088292,0.0016794625719769674,7.496897971010629e-05,6.934579688053807e-07,0.28626592073536883
Channel Islands,13,20,0.0031190019193857964,0.0047984644913627635,0.00791746641074856,0.00019156637508144504,0.00032218737261786764,0.3946452034219053
Edward I of England,13,11,0.0031190019193857964,0.00263915547024952,0.005758157389635317,0.0002778303842062316,5.7460685063958735e-05,0.30552147594178375
Fair Isle,3,3,0.0007197696737044146,0.0007197696737044146,0.0014395393474088292,6.159149912617576e-05,9.414505818145837e-07,0.28863175479103304
Guernsey,5,6,0.0011996161228406909,0.0014395393474088292,0.00263915547024952,8.23854647807448e-05,0.0002858051342906748,0.3650745464894663
Hebrides,5,7,0.0011996161228406909,0.0016794625719769674,0.0028790786948176585,7.298087958565095e-05,1.2528632842775824e-05,0.3134954090092845
Inner Hebrides,4,4,0.0009596928982725527,0.0009596928982725527,0.0019193857965451055,6.799175185702973e-05,1.2093897393186327e-05,0.3019038672988584
Isle of Man,14,22,0.0033589251439539347,0.00527831094049904,0.008637236084452975,0.0001985389704830037,0.0003464122308118004,0.35713746130756074
Isle of Wight,10,12,0.0023992322456813818,0.0028790786948176585,0.00527831094049904,0.0001191604230216989,0.00017300042986687964,0.34874621441940795
Isles of Scilly,4,7,0.0009596928982725527,0.0016794625719769674,0.00263915547024952,9.675848254235109e-05,1.8885227018627726e-05,0.3136373584813285
United States Virgin Islands,11,13,0.00263915547024952,0.0031190019193857964,0.005758157389635317,0.00010851955738073608,0.00027138404423369386,0.3765523817374363
Edward II of England,5,8,0.0011996161228406909,0.0019193857965451055,0.0031190019193857964,0.00023038254328473375,2.0737130885655112e-05,0.2843270600831966
Edward IV of England,9,8,0.002159309021113244,0.0019193857965451055,0.004078694817658349,0.00020691821980242908,2.0984828399359334e-05,0.27425159279636296
Edward V of England,4,8,0.0009596928982725527,0.0019193857965451055,0.0028790786948176585,0.00016184237068973928,3.5893227546443386e-06,0.26298858680225806
Edward VI of England,8,12,0.0019193857965451055,0.0028790786948176585,0.0047984644913627635,0.00015068294017684937,6.177701812179581e-05,0.3142777251388449
Edward VII of the United Kingdom,11,18,0.00263915547024952,0.004318618042226488,0.006957773512476007,0.00019190662706297944,6.144377851142648e-05,0.2906096522785878
Edward VIII of the United Kingdom,8,10,0.0019193857965451055,0.0023992322456813818,0.004318618042226488,0.00015399201833659481,3.0624493532367064e-05,0.2905893327671713
George II of Great Britain,6,9,0.0014395393474088292,0.002159309021113244,0.0035988483685220726,0.00015686730635483136,1.1193669260638214e-05,0.2784408841776822
George V of the United Kingdom,9,11,0.002159309021113244,0.00263915547024952,0.0047984644913627635,0.00016432695786801715,2.5727524467754822e-05,0.3074198267058277
George VI of the United Kingdom,7,9,0.0016794625719769674,0.002159309021113244,0.003838771593090211,0.00014459663602216875,2.8083935058299465e-05,0.3150878420952301
Henry I of England,9,8,0.002159309021113244,0.0019193857965451055,0.004078694817658349,0.00019766515872914598,2.3842243621684407e-05,0.33282683088300513
Henry III of England,9,8,0.002159309021113244,0.0019193857965451055,0.004078694817658349,0.00026313620367878393,4.518489425978975e-05,0.34113179325585524
Henry IV of England,12,12,0.0028790786948176585,0.0028790786948176585,0.005758157389635317,0.00025077568240867634,2.5896368389549376e-05,0.2835511112257682
Henry V of England,7,12,0.0016794625719769674,0.0028790786948176585,0.004558541266794626,0.00025242163092744626,1.4135863212369754e-05,0.2759450658811556
Henry VI of England,8,11,0.0019193857965451055,0.00263915547024952,0.004558541266794626,0.00025045270511424175,1.3947099898213024e-05,0.27545126174682427
History of Anglo-Saxon England,7,19,0.0016794625719769674,0.004558541266794626,0.006238003838771593,0.00024122251499728186,0.00018345085070023623,0.33564921961202426
James II of England,20,27,0.0047984644913627635,0.006477927063339731,0.011276391554702494,0.00022529793954491779,0.000306615938909314,0.35370286274349655
Malcolm II of Scotland,3,4,0.0007197696737044146,0.0009596928982725527,0.0016794625719769674,5.894222317575944e-05,4.5171579974308515e-06,0.2653731330844828
Mary I of England,10,12,0.0023992322456813818,0.0028790786948176585,0.00527831094049904,0.0001688765560542388,1.976751257599806e-05,0.2835124249427713
Mary I of Scotland,7,12,0.0016794625719769674,0.0028790786948176585,0.004558541266794626,0.00013916924970147117,8.504926914900554e-05,0.33597482920259375
Mary II of England,8,12,0.0019193857965451055,0.0028790786948176585,0.0047984644913627635,0.0001485534741625676,2.4739702520855984e-05,0.28493134767832745
Order of the Thistle,3,5,0.0007197696737044146,0.0011996161228406909,0.0019193857965451055,5.657622391882401e-05,2.1819577446701958e-05,0.28364787313923595
Richard II of England,7,8,0.0016794625719769674,0.0019193857965451055,0.0035988483685220726,0.00017520202620956835,0.00013598504085969446,0.35310183833781517
Stephen of England,5,7,0.0011996161228406909,0.0016794625719769674,0.0028790786948176585,0.00014252986217811343,0.0001888311442368202,0.3267045544561029
William II of England,5,6,0.0011996161228406909,0.0014395393474088292,0.00263915547024952,9.783106299351223e-05,1.2996365334656096e-05,0.31283467348408617
William IV of the United Kingdom,10,11,0.0023992322456813818,0.00263915547024952,0.005038387715930902,0.00012490079474108943,7.117343741138782e-05,0.34798699131173777
Windsor Castle,14,12,0.0033589251439539347,0.0028790786948176585,0.006238003838771593,0.0001894395707625364,8.015127876674753e-05,0.3297372768356145
Britney Spears,9,15,0.002159309021113244,0.0035988483685220726,0.005758157389635317,9.385911967360543e-05,0.00016456639273093474,0.369850372629357
