,source,target,num_games,min_path_length,max_path_length,mean_path_length,median_path_length,optimal_path_length
2154,Aristotle,James Monroe,8,6,9,6.75,6.5,4.0
2155,Aristotle,List of vegetable oils,1,20,20,20.0,20.0,4.0
2156,Aristotle,Music of the United States,1,4,4,4.0,4.0,3.0
2157,Aristotle,Rugby World Cup,1,9,9,9.0,9.0,3.0
2158,Arithmetic,American Civil War,4,4,5,4.75,5.0,3.0
2159,Arithmetic,Cambodia,2,4,5,4.5,4.5,2.0
2160,Arithmetic,Folk music,1,7,7,7.0,7.0,3.0
2161,Arithmetic,Moon,9,5,8,5.333333333333333,5.0,2.0
2162,Arithmetic,Natural selection,1,5,5,5.0,5.0,3.0
2163,Arithmetic,Shinto,2,5,10,7.5,7.5,3.0
2164,Arithmetic,Wellington,1,6,6,6.0,6.0,3.0
2165,Armadillo,Alcohol,1,10,10,10.0,10.0,3.0
2166,Armadillo,Apollo 11,1,4,4,4.0,4.0,2.0
2167,Armadillo,Dakar,1,4,4,4.0,4.0,3.0
2168,Armadillo,Heron,1,5,5,5.0,5.0,3.0
2169,Armadillo,Iridium,5,5,17,9.6,9.0,3.0
2170,Armadillo,Northern Ireland,3,7,7,7.0,7.0,3.0
2171,Armadillo,Norway,1,4,4,4.0,4.0,3.0
2172,Armadillo,Paul McCartney,2,6,10,8.0,8.0,3.0
2173,Armadillo,Socialism,1,5,5,5.0,5.0,3.0
2174,Armadillo,Space exploration,3,4,17,9.666666666666666,8.0,3.0
2175,Armadillo,Time zone,1,4,4,4.0,4.0,2.0
2176,"Armand Jean du Plessis, Cardinal Richelieu",Great Wall of China,1,7,7,7.0,7.0,3.0
2177,"Armand Jean du Plessis, Cardinal Richelieu",Skylark,1,9,9,9.0,9.0,4.0
2178,Armenia,Dark Ages,1,4,4,4.0,4.0,2.0
2179,Armenia,Hydrogen,2,5,5,5.0,5.0,2.0
2180,Armenia,M25 motorway,2,6,10,8.0,8.0,3.0
2181,Armenia,Mendelevium,1,4,4,4.0,4.0,3.0
2182,Armia Krajowa,Iridium,1,8,8,8.0,8.0,4.0
2183,Armia Krajowa,Switzerland,1,4,4,4.0,4.0,2.0
2184,Arnold Schwarzenegger,Beriberi,1,5,5,5.0,5.0,4.0
2185,Arnold Schwarzenegger,Elizabeth II of the United Kingdom,1,3,3,3.0,3.0,2.0
2186,Arnold Schwarzenegger,Hamburg,1,4,4,4.0,4.0,2.0
2187,Arnold Schwarzenegger,Irish poetry,1,19,19,19.0,19.0,3.0
2188,Arnold Schwarzenegger,Lima,2,5,6,5.5,5.5,3.0
2189,Arnold Schwarzenegger,Minimum wage,3,3,43,19.0,11.0,2.0
2190,Arnold Schwarzenegger,Poetry of the United States,1,4,4,4.0,4.0,2.0
2191,Arnold Schwarzenegger,Rhodium,8,6,26,9.25,6.5,4.0
2192,Arnold Schwarzenegger,Ronald Reagan,1,5,5,5.0,5.0,2.0
2193,Arnold Schwarzenegger,Tel Aviv,2,4,5,4.5,4.5,3.0
2194,Arnold Schwarzenegger,Vegetable,12,3,18,8.833333333333334,7.0,2.0
2195,Arnold Schwarzenegger,Vitamin D,2,6,7,6.5,6.5,3.0
2196,Arnold Schwarzenegger,World War II,1,3,3,3.0,3.0,2.0
2197,Ars moriendi,Acts of Union 1707,1,6,6,6.0,6.0,2.0
2198,Ars moriendi,Pelycosaur,1,7,7,7.0,7.0,3.0
2199,Ars moriendi,Republic of the Congo,1,5,5,5.0,5.0,3.0
2200,Ars moriendi,Transport,1,14,14,14.0,14.0,2.0
2201,Arsenal F.C.,Coventry,1,4,4,4.0,4.0,2.0
2202,Arsenal F.C.,Kuwait City,4,7,11,9.25,9.5,3.0
2203,Arsenal F.C.,London Underground,1,3,3,3.0,3.0,1.0
2204,Arsenal F.C.,Manchester United F.C.,2,2,2,2.0,2.0,1.0
2205,Arsenal F.C.,Seoul,1,5,5,5.0,5.0,3.0
2206,Arsenal F.C.,William the Silent,1,6,6,6.0,6.0,4.0
2207,Arsenic,Alzheimer's disease,1,5,5,5.0,5.0,2.0
2208,Arsenic,Azerbaijani people,2,4,7,5.5,5.5,3.0
2209,Arsenic,Britney Spears,1,13,13,13.0,13.0,4.0
2210,Arsenic,Carbon,1,3,3,3.0,3.0,2.0
2211,Arsenic,Crystal,2,3,9,6.0,6.0,2.0
2212,Arsenic,Finance,1,5,5,5.0,5.0,3.0
2213,Arsenic,Radon,1,5,5,5.0,5.0,2.0
2214,Arsenic,Richard Nixon,1,5,5,5.0,5.0,3.0
2215,Arsenic,Space Race,2,6,16,11.0,11.0,3.0
2216,Arsenic,Sumatra,3,5,9,7.0,7.0,3.0
2217,Arsenic,The Lord of the Rings,2,7,9,8.0,8.0,3.0
2218,Arsenic,U2,1,4,4,4.0,4.0,3.0
2219,Arsenic,Welsh law,1,5,5,5.0,5.0,4.0
2220,Arsenic,Wombat,3,6,10,7.666666666666667,7.0,3.0
2221,Art,All Blacks,1,4,4,4.0,4.0,3.0
2222,Art,Bacteria,2,5,8,6.5,6.5,3.0
2223,Art,Batman,1,6,6,6.0,6.0,3.0
2224,Art,Byzantine Empire,3,3,5,4.0,4.0,2.0
2225,Art,Celtic Park,2,5,6,5.5,5.5,4.0
2226,Art,Double bass,9,4,8,5.111111111111111,5.0,3.0
2227,Art,Mango,32,4,65,9.53125,7.0,2.0
2228,Art,Nature,1,4,4,4.0,4.0,2.0
2229,Art,Robinson Crusoe,1,4,4,4.0,4.0,3.0
2230,Art,United States Constitution,5,4,7,5.4,5.0,2.0
2231,Arthropod,Quark,1,5,5,5.0,5.0,3.0
2232,Arthur Sullivan,HIV,1,6,6,6.0,6.0,3.0
2233,Arthur Sullivan,Old English language,1,5,5,5.0,5.0,3.0
2234,Arthur Sullivan,Rowan Williams,1,5,5,5.0,5.0,3.0
2235,Arthur Sullivan,Weymouth,1,10,10,10.0,10.0,4.0
2236,"Arthur Wellesley, 1st Duke of Wellington",Aluminium chloride,2,6,7,6.5,6.5,4.0
2237,"Arthur Wellesley, 1st Duke of Wellington",Earth's atmosphere,1,5,5,5.0,5.0,3.0
2238,Arts and crafts,Bran,1,16,16,16.0,16.0,4.0
2239,Arts and crafts,Cyanocobalamin,2,7,8,7.5,7.5,4.0
2240,Arts and crafts,Hurricane Epsilon (2005),1,6,6,6.0,6.0,4.0
2241,Arts and crafts,Magnesium,1,5,5,5.0,5.0,2.0
2242,Arts and crafts,Red Sea,1,7,7,7.0,7.0,3.0
2243,Arts and crafts,Rubidium,2,4,7,5.5,5.5,3.0
2244,Arts and crafts,Salt,1,4,4,4.0,4.0,3.0
2245,Arts and crafts,Tobacco,1,4,4,4.0,4.0,3.0
2246,Arts and crafts,Vegetable,3,4,11,6.666666666666667,5.0,3.0
2247,Aruba,Euclidean geometry,1,5,5,5.0,5.0,4.0
2248,Aruba,Trinity,2,7,8,7.5,7.5,3.0
2249,Aruba,United States Bill of Rights,1,9,9,9.0,9.0,2.0
2250,Aruba,World Heritage Site,1,6,6,6.0,6.0,2.0
2251,Arugula,Bean,1,3,3,3.0,3.0,2.0
2252,Arugula,England,1,4,4,4.0,4.0,2.0
2253,Arugula,Homer,2,4,11,7.5,7.5,3.0
2254,Arugula,Tripoli,1,4,4,4.0,4.0,3.0
2255,Arugula,William Tecumseh Sherman,1,6,6,6.0,6.0,4.0
2256,Ascariasis,Chicago Bears,1,7,7,7.0,7.0,3.0
2257,Ascariasis,Confucianism,2,6,7,6.5,6.5,3.0
2258,Ascariasis,Flag of South Africa,2,5,6,5.5,5.5,3.0
2259,Ascariasis,Probability theory,1,5,5,5.0,5.0,4.0
2260,Asia,Arctic,1,4,4,4.0,4.0,2.0
2261,Asia,Blackbird,1,16,16,16.0,16.0,4.0
2262,Asia,Blackjack,1,11,11,11.0,11.0,3.0
2263,Asia,China,1,3,3,3.0,3.0,1.0
2264,Asia,European Union,1,4,4,4.0,4.0,1.0
2265,Asia,Human,1,4,4,4.0,4.0,2.0
2266,Asia,Ichthyosaur,1,4,4,4.0,4.0,3.0
2267,Asia,J. M. W. Turner,1,7,7,7.0,7.0,3.0
2268,Asia,Mammal,1,10,10,10.0,10.0,2.0
2269,Asia,Neil Armstrong,4,4,8,5.75,5.5,3.0
2270,Asia,Quantum chemistry,1,6,6,6.0,6.0,3.0
2271,Asia,Semiconductor device,1,4,4,4.0,4.0,3.0
2272,Asia,South Korea,1,2,2,2.0,2.0,1.0
2273,Asparagus,55 Cancri e,1,7,7,7.0,7.0,5.0
2274,Asparagus,Battle of the Bulge,1,4,4,4.0,4.0,3.0
2275,Asparagus,Dubnium,2,6,8,7.0,7.0,4.0
2276,Asparagus,Edward V of England,1,5,5,5.0,5.0,4.0
2277,Asparagus,Great Comet of 1882,1,15,15,15.0,15.0,6.0
2278,Asparagus,Judaism,1,3,3,3.0,3.0,2.0
2279,Asparagus,Macbeth,1,5,5,5.0,5.0,4.0
2280,Asparagus,Pyramid,1,6,6,6.0,6.0,3.0
2281,Asparagus,Shanghai,2,3,6,4.5,4.5,2.0
2282,Asparagus,Spider,1,4,4,4.0,4.0,3.0
2283,Asparagus,Zebra,2,6,8,7.0,7.0,3.0
2284,Asperger syndrome,Elvis Presley,1,4,4,4.0,4.0,3.0
2285,Asperger syndrome,Hellenistic Greece,1,6,6,6.0,6.0,3.0
2286,Asperger syndrome,Miles Davis,1,4,4,4.0,4.0,3.0
2287,Asperger syndrome,Neptune,1,3,3,3.0,3.0,2.0
2288,Asperger syndrome,Supply and demand,1,4,4,4.0,4.0,3.0
2289,Asperger syndrome,Theatre,2,4,8,6.0,6.0,3.0
2290,Assyria,Anglican Communion,2,4,5,4.5,4.5,3.0
2291,Assyria,Frederick II of Prussia,1,6,6,6.0,6.0,3.0
2292,Assyria,New York City,2,5,7,6.0,6.0,3.0
2293,Astatine,"Atlanta, Georgia",1,6,6,6.0,6.0,3.0
2294,Astatine,Blue Whale,1,8,8,8.0,8.0,4.0
2295,Astatine,Chicago,3,4,7,5.666666666666667,6.0,3.0
2296,Astatine,Globular cluster,1,9,9,9.0,9.0,3.0
2297,Astatine,J. J. Thomson,1,5,5,5.0,5.0,3.0
2298,Astatine,"Louisville, Kentucky",1,6,6,6.0,6.0,4.0
2299,Astatine,Ununoctium,1,3,3,3.0,3.0,2.0
2300,Astatine,Yamoussoukro,1,10,10,10.0,10.0,4.0
2301,Asteroid,Allah,3,6,7,6.666666666666667,7.0,3.0
2302,Asteroid,Comics,2,7,47,27.0,27.0,3.0
2303,Asteroid,Common cold,2,8,8,8.0,8.0,3.0
2304,Asteroid,Dresden,1,4,4,4.0,4.0,3.0
2305,Asteroid,Earth,1,2,2,2.0,2.0,1.0
2306,Asteroid,English Reformation,2,7,8,7.5,7.5,4.0
2307,Asteroid,Hurricane Ivan,1,10,10,10.0,10.0,3.0
2308,Asteroid,Physics,1,4,4,4.0,4.0,2.0
2309,Asteroid,Siege of Antioch,1,13,13,13.0,13.0,4.0
2310,Asteroid,Svalbard,1,4,4,4.0,4.0,3.0
2311,Asteroid,Ununtrium,1,9,9,9.0,9.0,4.0
2312,Asteroid,Viking,1042,4,33,7.517274472168906,7.0,3.0
2313,Asthma,10th century,1,4,4,4.0,4.0,3.0
2314,Asthma,Armenia,3,4,7,5.333333333333333,5.0,3.0
2315,Asthma,Lyme disease,1,3,3,3.0,3.0,2.0
2316,Astrology,Arab League,1,5,5,5.0,5.0,3.0
2317,Astrology,Aruba,1,5,5,5.0,5.0,3.0
2318,Astrology,Baghdad,2,4,5,4.5,4.5,2.0
2319,Astrology,Blitzkrieg,2,5,7,6.0,6.0,3.0
2320,Astrology,Country,1,4,4,4.0,4.0,2.0
2321,Astrology,Hawk,1,9,9,9.0,9.0,2.0
2322,Astrology,Islamic republic,1,4,4,4.0,4.0,3.0
2323,Astrology,Lyndon B. Johnson,1,7,7,7.0,7.0,3.0
2324,Astrology,North Korea,1,4,4,4.0,4.0,2.0
2325,Astrology,Yuri Gagarin,2,5,7,6.0,6.0,3.0
2326,Astrology,Zebra,3,5,8,6.666666666666667,7.0,3.0
2327,Astronomy,Carbon dioxide,1,3,3,3.0,3.0,2.0
2328,Astronomy,Cheers,1,10,10,10.0,10.0,4.0
2329,Astronomy,Fire,2,5,7,6.0,6.0,2.0
2330,Astronomy,Flag of Belarus,3,6,9,7.333333333333333,7.0,3.0
2331,Astronomy,Friedrich Nietzsche,2,5,10,7.5,7.5,2.0
2332,Astronomy,Iodine,1,6,6,6.0,6.0,2.0
2333,Astronomy,"Minneapolis, Minnesota",1,6,6,6.0,6.0,3.0
2334,Astronomy,Mir,2,6,8,7.0,7.0,3.0
2335,Astronomy,Olmec,1,5,5,5.0,5.0,3.0
2336,Astronomy,Polish-Soviet War,1,4,4,4.0,4.0,3.0
2337,Astronomy,Suffrage,3,8,24,14.333333333333334,11.0,3.0
2338,Astronomy,Technetium,1,4,4,4.0,4.0,3.0
2339,Astronomy,Tycho Brahe,1,4,4,4.0,4.0,2.0
2340,Asunción,Leonardo da Vinci,1,7,7,7.0,7.0,3.0
2341,Athanasius Kircher,Buddhism,1,3,3,3.0,3.0,2.0
2342,Athanasius Kircher,Catholic social teaching,1,5,5,5.0,5.0,3.0
2343,Athanasius Kircher,Euro,1,4,4,4.0,4.0,2.0
2344,Athanasius Kircher,Hampshire,1,6,6,6.0,6.0,2.0
2345,Athanasius Kircher,History of South Africa,1,6,6,6.0,6.0,3.0
2346,Athanasius Kircher,Pythagoras,1,4,4,4.0,4.0,3.0
2347,Atheism,Battle of Alesia,1,4,4,4.0,4.0,3.0
2348,Atheism,Flat Earth,1,6,6,6.0,6.0,3.0
2349,Atheism,Green Woodpecker,1,8,8,8.0,8.0,4.0
2350,Atheism,Oligarchy,1,4,4,4.0,4.0,2.0
2351,Atheism,Rhode Island,1,4,4,4.0,4.0,2.0
2352,Atheism,Sri Lanka,1,4,4,4.0,4.0,2.0
2353,Atheism,William Renshaw,1,6,6,6.0,6.0,4.0
2354,Athena,Anschluss,1,5,5,5.0,5.0,3.0
2355,Athena,Beirut,1,6,6,6.0,6.0,2.0
2356,Athena,Blacktip reef shark,1,6,6,6.0,6.0,4.0
2357,Athena,Bohrium,1,6,6,6.0,6.0,3.0
2358,Athena,Business,1,7,7,7.0,7.0,3.0
2359,Athena,Chew Magna,1,9,9,9.0,9.0,3.0
2360,Athena,Coal,1,6,6,6.0,6.0,3.0
2361,Athena,Hawk,1,4,4,4.0,4.0,2.0
2362,Athena,History of nuclear weapons,2,5,6,5.5,5.5,4.0
2363,Athena,Morocco,2,3,5,4.0,4.0,2.0
2364,Athena,Switzerland,1,5,5,5.0,5.0,2.0
2365,Athena,Thallium,1,6,6,6.0,6.0,3.0
2366,Athena,The Holocaust,1,4,4,4.0,4.0,3.0
2367,Athena,Ununtrium,2,5,12,8.5,8.5,4.0
2368,Athens,Augustine of Hippo,1,5,5,5.0,5.0,3.0
2369,Athens,Belfast,2,4,5,4.5,4.5,2.0
2370,Athens,Falcon,1,5,5,5.0,5.0,3.0
2371,Athens,Goldfish,1,9,9,9.0,9.0,4.0
2372,Athens,Jordan River,2,4,5,4.5,4.5,3.0
2373,Athens,Marshall Plan,1,3,3,3.0,3.0,2.0
2374,Athens,Northwest Africa,1,4,4,4.0,4.0,3.0
2375,Athens,Osaka,2,4,5,4.5,4.5,2.0
2376,Athens,Peter I of Russia,1,4,4,4.0,4.0,2.0
2377,Athens,Statistics,2,6,10,8.0,8.0,2.0
2378,Athens,Tree,2,5,7,6.0,6.0,2.0
2379,Athens,Trinity,1,5,5,5.0,5.0,3.0
2380,Athletics (track and field),Gliese 876 d,1,8,8,8.0,8.0,5.0
2381,Athletics (track and field),Seed,1,9,9,9.0,9.0,3.0
2382,Athletics (track and field),The Legend of Zelda series,1,12,12,12.0,12.0,4.0
2383,"Atlanta, Georgia",Andes,1,5,5,5.0,5.0,3.0
2384,"Atlanta, Georgia",Rwandan Genocide,1,5,5,5.0,5.0,3.0
2385,"Atlanta, Georgia",Whale shark,2,7,8,7.5,7.5,3.0
2386,"Atlanta, Georgia",Zionism,1,4,4,4.0,4.0,2.0
2387,Atlantic Coast Line Railroad,Alphabet,1,6,6,6.0,6.0,3.0
2388,Atlantic Coast Line Railroad,Bodyline,1,4,4,4.0,4.0,3.0
2389,Atlantic Coast Line Railroad,Crusades,3,3,9,6.666666666666667,8.0,2.0
2390,Atlantic Coast Line Railroad,Fish,2,5,5,5.0,5.0,3.0
2391,Atlantic Coast Line Railroad,Grand Canal of China,1,9,9,9.0,9.0,4.0
2392,Atlantic Coast Line Railroad,Programming language,1,6,6,6.0,6.0,4.0
2393,Atlantic Coast Line Railroad,Rwandan Genocide,1,6,6,6.0,6.0,3.0
2394,Atlantic Coast Line Railroad,TGV,1,5,5,5.0,5.0,3.0
2395,Atlantic Ocean,Anglican Communion,2,6,7,6.5,6.5,2.0
2396,Atlantic Ocean,Arctic Circle,1,4,4,4.0,4.0,2.0
2397,Atlantic Ocean,Che Guevara,1,4,4,4.0,4.0,3.0
2398,Atlantic Ocean,Rainforest,2,4,10,7.0,7.0,2.0
2399,Atlantic Ocean,Red Kite,1,7,7,7.0,7.0,4.0
2400,Atlantic Ocean,Second Congo War,2,5,5,5.0,5.0,2.0
2401,Atlantic Ocean,Seed,4,4,6,4.75,4.5,3.0
2402,Atlantic Ocean,Sistine Chapel ceiling,1,6,6,6.0,6.0,3.0
2403,Atlantic Ocean,Soybean,1,4,4,4.0,4.0,2.0
2404,Atlantic Ocean,Trench warfare,1,4,4,4.0,4.0,3.0
2405,Atlantic Ocean,Wood,5,5,8,6.8,7.0,2.0
2406,Atlantic Ocean,Woodrow Wilson,1,4,4,4.0,4.0,2.0
2407,Atlantic slave trade,13th century,5,4,11,6.4,5.0,2.0
2408,Atlantic slave trade,Biofuel,1,13,13,13.0,13.0,2.0
2409,Atlantic slave trade,Bread,1,4,4,4.0,4.0,3.0
2410,Atlantic slave trade,Flag of Belarus,1,5,5,5.0,5.0,3.0
2411,Atlantic slave trade,Investment banking,3,7,17,11.0,9.0,4.0
2412,Atlantic slave trade,Jesse Owens,1,4,4,4.0,4.0,3.0
2413,Atlantic slave trade,Nahuatl language,1,6,6,6.0,6.0,2.0
2414,Atlantic slave trade,Nitrogen fixation,3,4,5,4.666666666666667,5.0,3.0
2415,Atlantic slave trade,Polonium,2,6,6,6.0,6.0,2.0
2416,Atlantic slave trade,Pterosaur,3,5,11,8.333333333333334,9.0,4.0
2417,Atlantic slave trade,Trapdoor spider,2,6,9,7.5,7.5,4.0
2418,Atlantic slave trade,Tropical Storm Harvey (2005),1,8,8,8.0,8.0,5.0
2419,Atlantic slave trade,Uranium,5,3,8,4.2,3.0,2.0
2420,Atlantic slave trade,Westminster Abbey,1,7,7,7.0,7.0,2.0
2421,Atlantic slave trade,Windows Vista,1,9,9,9.0,9.0,3.0
2422,Atlantis,20th century,1,3,3,3.0,3.0,2.0
2423,Atlantis,Bamako,1,4,4,4.0,4.0,2.0
2424,Atlantis,Bissau,1,9,9,9.0,9.0,2.0
2425,Atlantis,Copenhagen,1,4,4,4.0,4.0,2.0
2426,Atlantis,Côte d'Ivoire,1,3,3,3.0,3.0,2.0
2427,Atlantis,Eritrea,1,3,3,3.0,3.0,2.0
2428,Atlantis,Folklore,1,9,9,9.0,9.0,3.0
2429,Atlantis,French Revolution,1,6,6,6.0,6.0,2.0
2430,Atlantis,Katana,3,4,6,5.0,5.0,3.0
2431,Atlantis,Lord's Resistance Army,1,4,4,4.0,4.0,3.0
2432,Atlantis,Qin Dynasty,2,4,7,5.5,5.5,3.0
2433,Atom,AK-47,1,5,5,5.0,5.0,4.0
2434,Atom,Autocracy,1,4,4,4.0,4.0,3.0
2435,Atom,Canada,5,4,6,4.6,4.0,2.0
2436,Atom,Corinthian War,1,8,8,8.0,8.0,3.0
2437,Atom,Ecology,4,5,7,5.75,5.5,3.0
2438,Atom,England,4,5,6,5.5,5.5,2.0
2439,Atom,Germanium,1,4,4,4.0,4.0,2.0
2440,Atom,Great Lakes,1,9,9,9.0,9.0,3.0
2441,Atom,Iraq,8,5,7,5.5,5.0,2.0
2442,Atom,Laos,1,5,5,5.0,5.0,2.0
2443,Atom,Louis Jordan,1,5,5,5.0,5.0,4.0
2444,Atom,Orca,1,5,5,5.0,5.0,3.0
2445,Atom,Protein,1,5,5,5.0,5.0,2.0
2446,Atom,Rice,1,4,4,4.0,4.0,3.0
2447,Atom,Rubidium,1,2,2,2.0,2.0,1.0
2448,Atom,Thallium,1,6,6,6.0,6.0,2.0
2449,Atom,Volga River,2,4,9,6.5,6.5,3.0
2450,Atonality,Aristotle,1,5,5,5.0,5.0,3.0
2451,Atonality,Blue Wildebeest,1,4,4,4.0,4.0,3.0
2452,Atonality,Mohs scale of mineral hardness,1,5,5,5.0,5.0,4.0
2453,Atonality,New York City,1,4,4,4.0,4.0,2.0
2454,Atonality,Papua New Guinea,1,5,5,5.0,5.0,3.0
2455,Attack on Pearl Harbor,Education,1,3,3,3.0,3.0,2.0
2456,Attack on Pearl Harbor,God,2,6,7,6.5,6.5,3.0
2457,Attack on Pearl Harbor,Lusaka,2,8,9,8.5,8.5,3.0
2458,Attack on Pearl Harbor,Roman Britain,4,5,12,7.25,6.0,2.0
2459,Attalus I,Art,1,5,5,5.0,5.0,2.0
2460,Attalus I,Basel,1,4,4,4.0,4.0,3.0
2461,Attalus I,Battle of Vaslui,1,5,5,5.0,5.0,3.0
2462,Attalus I,Great Barrier Reef,1,6,6,6.0,6.0,3.0
2463,Attalus I,Ireland,1,5,5,5.0,5.0,3.0
2464,Attalus I,Leonardo da Vinci,1,6,6,6.0,6.0,3.0
2465,Attalus I,Ocean,1,4,4,4.0,4.0,3.0
2466,Attalus I,Peace,1,5,5,5.0,5.0,3.0
2467,Attalus I,Seawater,1,8,8,8.0,8.0,3.0
2468,Attalus I,Star Wars,1,6,6,6.0,6.0,3.0
2469,Attention-deficit hyperactivity disorder,Denmark,2,4,5,4.5,4.5,3.0
2470,Attention-deficit hyperactivity disorder,International Court of Justice,2,6,7,6.5,6.5,3.0
2471,Attention-deficit hyperactivity disorder,Latin alphabet,2,7,7,7.0,7.0,3.0
2472,Attention-deficit hyperactivity disorder,Mexico,1,4,4,4.0,4.0,3.0
2473,Attention-deficit hyperactivity disorder,Ska,1,6,6,6.0,6.0,4.0
2474,Attention-deficit hyperactivity disorder,Tank,2,5,6,5.5,5.5,3.0
2475,Attila the Hun,Abuja,1,5,5,5.0,5.0,2.0
2476,Attila the Hun,Electricity,6,4,16,7.333333333333333,6.0,3.0
2477,Attila the Hun,Finance,2,6,9,7.5,7.5,3.0
2478,Attila the Hun,Great Red Spot,3,8,16,13.0,15.0,3.0
2479,Attila the Hun,Hoover Dam,1,4,4,4.0,4.0,3.0
2480,Attila the Hun,South America,1,4,4,4.0,4.0,2.0
2481,Auckland,Continent,1,6,6,6.0,6.0,3.0
2482,Auckland,Quantum chemistry,2,7,9,8.0,8.0,4.0
2483,Auckland,Thucydides,1,4,4,4.0,4.0,3.0
2484,"Augusta, Lady Gregory",Hinduism,1,3,3,3.0,3.0,2.0
2485,"Augusta, Lady Gregory",Namibia,1,5,5,5.0,5.0,2.0
2486,Augustan literature,Acid rain,1,5,5,5.0,5.0,3.0
2487,Augustan literature,Animation,2,5,10,7.5,7.5,3.0
2488,Augustan literature,Budapest,1,7,7,7.0,7.0,3.0
2489,Augustan literature,George W. Bush,1,5,5,5.0,5.0,3.0
2490,Augustan literature,Global warming,1,5,5,5.0,5.0,3.0
2491,Augustan literature,Refrigerator car,1,12,12,12.0,12.0,4.0
2492,Augustan literature,Soil salination,1,11,11,11.0,11.0,3.0
2493,Auguste Rodin,Bird migration,1,11,11,11.0,11.0,3.0
2494,Auguste Rodin,Drosera anglica,1,8,8,8.0,8.0,5.0
2495,Auguste Rodin,Northern Mariana Islands,1,7,7,7.0,7.0,3.0
2496,Auguste Rodin,Recorder,1,7,7,7.0,7.0,4.0
2497,Augustine of Hippo,5th century,1,4,4,4.0,4.0,1.0
2498,Augustine of Hippo,Apostolic Succession,1,3,3,3.0,3.0,2.0
2499,Augustine of Hippo,England,1,3,3,3.0,3.0,2.0
2500,Augustine of Hippo,Mozambique,1,4,4,4.0,4.0,3.0
2501,Augustine of Hippo,Passenger Pigeon,2,5,14,9.5,9.5,4.0
2502,Augustine of Hippo,Sputnik 1,1,4,4,4.0,4.0,3.0
2503,Augustus,Benjamin Franklin,1,5,5,5.0,5.0,3.0
2504,Augustus,Tenzing Norgay,1,16,16,16.0,16.0,4.0
2505,Augustus,Ununpentium,1,6,6,6.0,6.0,5.0
2506,Augustus,William McKinley,2,6,10,8.0,8.0,3.0
2507,Australia,Adolf Hitler,1,3,3,3.0,3.0,2.0
2508,Australia,Beach,2,6,7,6.5,6.5,2.0
2509,Australia,Body mass index,2,7,21,14.0,14.0,4.0
2510,Australia,Canberra,8,2,2,2.0,2.0,1.0
2511,Australia,Electricity,1,5,5,5.0,5.0,3.0
2512,Australia,House,1,18,18,18.0,18.0,3.0
2513,Australia,Iridium,2,9,9,9.0,9.0,3.0
2514,Australia,Lake Chad,1,7,7,7.0,7.0,3.0
2515,Australia,Melbourne,4,2,5,2.75,2.0,1.0
2516,Australia,Orkney,1,4,4,4.0,4.0,2.0
2517,Australia,Persian Gulf,1,4,4,4.0,4.0,2.0
2518,Australia,Platypus,1,2,2,2.0,2.0,1.0
2519,Australia,Pyrite,2,8,13,10.5,10.5,3.0
2520,Australia,Sydney,1,2,2,2.0,2.0,1.0
2521,Australia,Volcanic pipe,1,8,8,8.0,8.0,3.0
2522,Australian English,Basketball,3,3,8,5.0,4.0,2.0
2523,Australian English,Calvin Coolidge,1,5,5,5.0,5.0,3.0
2524,Australian English,Chromium,1,6,6,6.0,6.0,3.0
2525,Australian English,Darth Vader,4,7,19,13.5,14.0,4.0
2526,Australian English,Mining,1,8,8,8.0,8.0,2.0
2527,Australian English,Pac-Man,1,4,4,4.0,4.0,3.0
2528,Australian English,Richard I of England,3,6,9,7.0,6.0,2.0
2529,Australian English,Yom Kippur War,2,7,8,7.5,7.5,3.0
2530,Australian Green Tree Frog,Banknote,1,4,4,4.0,4.0,3.0
2531,Australian Green Tree Frog,Battle of Leyte Gulf,1,4,4,4.0,4.0,3.0
2532,Australian Green Tree Frog,Brazil,1,4,4,4.0,4.0,2.0
2533,Australian Green Tree Frog,English Reformation,1,4,4,4.0,4.0,3.0
2534,Australian Green Tree Frog,Gas metal arc welding,1,4,4,4.0,4.0,3.0
2535,Australian Green Tree Frog,Gazelle,2,6,11,8.5,8.5,3.0
2536,Australian Green Tree Frog,History of Earth,1,4,4,4.0,4.0,3.0
2537,Australian Green Tree Frog,Jazz,1,3,3,3.0,3.0,2.0
2538,Australian Green Tree Frog,Mohs scale of mineral hardness,2,4,6,5.0,5.0,3.0
2539,Australian Green Tree Frog,Pyramid,8,5,19,8.125,7.0,4.0
2540,Australian Green Tree Frog,The Beatles,1,3,3,3.0,3.0,2.0
2541,Australian Open,Colorado River,2,10,16,13.0,13.0,4.0
2542,Australian Open,George W. Bush,10,4,7,5.2,5.0,3.0
2543,Australian Open,Iraq,1,4,4,4.0,4.0,2.0
2544,Australian Open,Scottish Gaelic language,1,5,5,5.0,5.0,3.0
2545,Australian Open,Seed,1,6,6,6.0,6.0,3.0
2546,Australian rules football,Adelaide,1,7,7,7.0,7.0,2.0
2547,Australian rules football,Belfast,1,4,4,4.0,4.0,3.0
2548,Australian rules football,Bluetooth,3,6,11,9.0,10.0,3.0
2549,Australian rules football,Book of Kells,2,5,6,5.5,5.5,3.0
2550,Australian rules football,Brighton,1,4,4,4.0,4.0,2.0
2551,Australian rules football,Magnesium,1,7,7,7.0,7.0,2.0
2552,Australian rules football,Muhammad,1,4,4,4.0,4.0,3.0
