node,in_degree,out_degree,pagerank,betweenness_centrality,closeness_centrality
Soddo language,1,3,4.575517481305052e-05,8.29023968137662e-07,0.27207606147434227
Japanese war crimes,2,13,8.705518383753493e-05,4.839768672627198e-06,0.34944797591167615
Convention on the Rights of the Child,4,6,8.292883521665261e-05,2.0403031423576724e-05,0.2873452544704264
Children's rights movement,2,5,5.8249315532400586e-05,2.233307600521912e-06,0.28634089507230487
Metric expansion of space,8,12,0.000131662620433504,3.832950113029582e-05,0.3203005213124808
Tokelau,2,7,6.977056333257962e-05,7.343331588446514e-07,0.3213351792031995
Cataract,4,7,8.43818428208832e-05,1.8695623376065577e-05,0.2731968874648532
Pupil,7,9,0.00013178976924062418,0.00015944022747021644,0.32696822663953673
Hurricane Edouard (1996),0,1,3.5893754486719313e-05,0.0,0.0
Hurricane Vince (2005),0,3,3.5893754486719313e-05,0.0,0.0
Eocene,8,17,0.00012011227291950559,4.5901968546503626e-05,0.33501723999679256
World Heritage Site,61,36,0.0007934674678756139,0.0015640480029793205,0.4245072139808982
Schrödinger equation,9,11,0.00014624320795131107,7.666528627858592e-05,0.31125679803322653
Moldova,11,12,0.0001957776580747115,7.391561998322447e-05,0.3600792898388348
Battle of Vaslui,1,4,4.947229251968979e-05,9.777707170473559e-08,0.28520718137756845
Paul Dirac,10,13,0.0001690554681659351,0.00017884097109732868,0.3395091825125955
Space Shuttle program,9,16,0.0001241296203979787,2.933943695757348e-05,0.2982155603140614
Phoenix (spacecraft),4,6,7.474789757707729e-05,9.51898807920362e-06,0.2769822328294882
Exploration of Mars,3,7,7.829757345592509e-05,4.2967354919329587e-05,0.32910594722331626
Royal Dutch Shell,4,7,8.617049881687452e-05,3.484436085537979e-05,0.3172843256379101
Praseodymium,5,9,7.574019082587483e-05,1.59807726881415e-05,0.26946146404385685
Otter,5,8,8.570795985070827e-05,2.3516971904075747e-05,0.31543978859947147
Weasel,8,6,0.00013475540084865886,2.5872545322155283e-05,0.3539778022536643
Sikhism,11,12,0.0002679353014422904,0.0002095531473427416,0.4162598385971904
United States House of Representatives,23,22,0.00027833379590489995,0.0004830259782960741,0.37673579801623086
The Gambia,7,12,0.00013642524663284142,9.962065997138311e-05,0.34460574067964367
Banjul,2,7,6.885290262819259e-05,8.42343969056712e-06,0.27232433841741627
New Delhi,8,8,0.00013714990378617853,1.576194625563185e-05,0.34364204638920876
Clay,19,15,0.0002626745071797034,0.00012137411172594209,0.34741393647097957
Tijuana,5,10,9.859046731161702e-05,1.5984714919615846e-05,0.3372890934043756
Monaco,11,17,0.00021940690894676275,6.833399145797994e-05,0.37286925479696564
Zürich,3,11,7.567984254923857e-05,2.4902548328384454e-05,0.3199571144126206
George V of the United Kingdom,12,17,0.00014313316666223034,0.00011192319663615707,0.3143244056575384
George II of Great Britain,6,12,9.159799192945135e-05,1.1332589881998925e-05,0.28534353230433
George IV of the United Kingdom,7,12,0.00011603060538051998,7.509046379745707e-05,0.32781482934484113
William IV of the United Kingdom,11,13,0.00015912460534547992,0.000313998912524883,0.35305053236437384
History of post-Soviet Russia,4,13,8.745671913258951e-05,1.9652422721336167e-05,0.32470661381829485
Death Valley National Park,4,21,7.654381372009917e-05,2.1848030566335966e-05,0.30688996621125314
Neptune,15,16,0.00021382207198290413,8.629758309958109e-05,0.3283558629361836
Stockholm,12,10,0.00019337533550967164,0.0002190763081645232,0.3556350017024174
Frédéric Chopin,6,8,0.00011655269367925455,1.482975436751066e-05,0.33035502490709256
1st century BC,30,29,0.00045917757545550574,0.0001952192956251264,0.3603898904511343
Protoceratops,4,11,7.110064188658831e-05,4.4682933486544525e-06,0.29147481512487794
Lomé,1,3,4.8605657935034944e-05,6.892262523589847e-07,0.2582200247218789
Star Trek  Deep Space Nine,5,8,8.33877319125491e-05,3.112145025282877e-05,0.2941217881027807
Andrew Robinson,2,6,6.444095727558352e-05,5.739421108085687e-06,0.2899979176789061
Apricot,6,16,0.00010545024312755616,5.380994482175881e-05,0.32980738869592674
Giza pyramid complex,3,7,9.315441260498708e-05,1.5049598851876564e-06,0.32668699663773554
Bassoon,3,5,6.169796668093041e-05,1.5494117296283202e-05,0.2552697501069225
Lake Edward,4,6,6.779808985499935e-05,4.6742568337186734e-06,0.26752897483511556
Hassium,3,4,5.8026022982413346e-05,1.6536027762062964e-06,0.2622724419334589
Tooth enamel,4,10,7.215989119461862e-05,2.546231916486045e-05,0.28464368442567106
Hannibal Barca,5,12,9.31095656226342e-05,9.344546371995482e-05,0.2975571540488569
Tank,13,20,0.0001878700693459989,0.0003215069981813698,0.35103343975802387
Battle of Stalingrad,7,18,0.00017347107825296492,6.459901942553792e-05,0.3639055831373574
Dorset,10,18,0.00015905718459121064,0.0001057558565659432,0.3311930241775664
Gibraltar,19,24,0.00033630188342658964,0.0004987001036929883,0.3956439393939394
Feldspar,7,6,0.00012713732272695672,8.431853654483576e-06,0.30209689081706437
The Legend of Zelda series,3,9,6.459908268792835e-05,0.00024590765326615435,0.28935521850543666
Salvador Dalí,8,12,0.00016700735583427662,7.82267060983309e-05,0.34863150867823767
Moon landing,5,11,9.432104219347009e-05,1.1971205380791922e-05,0.32432852041608445
Explorer I,5,6,7.063259617515645e-05,1.6912552647271685e-05,0.2860860038345659
Johann Pachelbel,1,10,4.651957794696124e-05,5.404206013322989e-06,0.25771033802121884
Botswana,21,24,0.0002700585291963339,0.0004788343000862282,0.35203909673070444
Hamburg,9,17,0.00014300776306147523,0.00029009624050734385,0.3447763657369203
Cook Islands,5,11,9.368539371183075e-05,1.2029934727172757e-05,0.3254400997040037
Pelagic zone,3,3,6.78757685898503e-05,4.859324166709732e-06,0.28127103810421433
John Dee,6,16,0.00012654877967128682,5.146776944839764e-05,0.34531779485907926
John W. Johnston,0,1,3.5893754486719313e-05,0.0,0.0
"Richmond, Virginia",6,10,0.00013356162458545907,0.00023672546254988603,0.30253439536567706
Renaissance music,9,7,0.00013131615055830871,0.0003117178508614823,0.31088622665376886
Tin whistle,8,13,0.00012015977303901109,9.414018232433539e-05,0.30596850970340533
The Marriage of Figaro,4,4,8.830706683897903e-05,1.4668375396646847e-06,0.2875430144528562
The Magic Flute,4,7,9.071986207690079e-05,4.435891603507947e-05,0.31610804267231596
Velociraptor,11,26,0.00020657430333694208,0.00017142865738767901,0.33426674133930717
Ganesha,4,9,9.637480227007704e-05,1.0201650045441687e-05,0.31281820904462415
Romulus Augustus,4,9,9.056966049579638e-05,7.978086217965723e-07,0.31762201611677054
Stag beetle,4,6,0.00012881810769778057,5.991474622803193e-05,0.37127877010574956
Estonia,16,20,0.0003029751608512506,0.00013833385831340695,0.3874258160237389
Alfred Hitchcock,12,16,0.0001357396297786906,0.00013228228361296312,0.30220614828209763
Abkhazia,3,6,7.979316306318772e-05,2.578395034218734e-06,0.3142062119275024
William Wilberforce,3,10,6.668647544261412e-05,9.57345832503893e-06,0.3055657134498647
Tunisia,21,16,0.0003569909427713896,7.231679768981305e-05,0.38232064421669104
Nairobi,7,9,0.00010595208580615735,2.2474225155634e-05,0.33413307741522713
Naval Battle of Guadalcanal,5,11,9.191324433508496e-05,0.00011359996342716572,0.3380532405534428
Cerebellum,7,14,0.0001432320241168861,8.192685495083387e-05,0.3005755395683453
Kerala,6,12,0.00013311885078857,0.0007458721443528379,0.33523228757121076
Madrid,15,21,0.00024242220232910435,0.00010714915778155673,0.36289411969078433
King Kong (2005 film),3,9,6.262719999378074e-05,1.3346089682922552e-05,0.29698606767131075
Kylie Minogue,6,15,0.00011562141321234433,0.0003359617867325735,0.35451845566397966
Ray of Light,1,8,4.2457408701498416e-05,8.819155458859403e-07,0.261746648289688
Pyotr Ilyich Tchaikovsky,6,9,0.0001012297729961301,2.0936404647185795e-05,0.28899495054298957
Igor Stravinsky,12,16,0.0001712131474544941,0.0003913299111376977,0.3234246787428394
Richard Francis Burton,6,11,0.00010741474504451882,6.04364937350173e-05,0.32475709288767973
Saint Petersburg,24,29,0.000310684095513981,0.00037158704362772973,0.34741393647097957
1 Ceres,7,16,0.0001417466177474149,0.0002733533750760257,0.34170278890978983
3 Juno,2,4,6.334194773081641e-05,1.2249647005029036e-06,0.26895841380198277
Ladysmith Black Mambazo,2,4,6.417093557765952e-05,3.2954500887052365e-06,0.308909426987061
"Charles V, Holy Roman Emperor",23,21,0.00026770595643211886,0.0003622154051518378,0.34400988060930426
Polish-Muscovite War (1605–1618),2,3,5.196284021879431e-05,1.7710244697429663e-06,0.24637339308880765
Vulgar Latin,8,12,0.00018937019159931645,3.152173348204611e-05,0.34600414078674946
Osmium,5,12,7.205202214044962e-05,3.916847607997859e-05,0.2672209785737128
Jorge Luis Borges,7,14,0.00011556924796714613,2.738166867699809e-05,0.3275321417372217
Anarcho-capitalism,6,5,0.00010838783905493894,2.887337447766507e-06,0.3148929755803437
Spinosaurus,2,6,5.416435218476463e-05,4.939798182595877e-06,0.2833310728333107
Ordination of women,8,11,0.00014425120404150133,0.000149516455623533,0.3740041178050309
Celtic F.C.,3,9,8.969802688423356e-05,4.4490547323953425e-06,0.3525440891064045
"Detroit, Michigan",18,26,0.00023001848490767385,0.0004977897593259835,0.37511222840725444
Lesotho,6,8,0.0001221003462211521,0.00024532134536259194,0.35248460305407914
Christian monasticism,6,10,0.00012754156107204777,2.7148752978055245e-05,0.3308520747545138
Libreville,2,5,6.78314701261816e-05,1.866722387093473e-06,0.32727557574808086
Andromeda Galaxy,12,17,0.00014893039202146347,3.8856252712375815e-05,0.30861279361796423
Fertile Crescent,9,19,0.0001808302742434494,2.4309399479827348e-05,0.341842578955981
Afrikaans,10,22,0.00014823930893955787,8.144738680715832e-05,0.349945556579278
TeX,4,11,7.471539717938308e-05,6.396568602761684e-05,0.24570689249588332
Donald Knuth,3,4,6.34058331738479e-05,2.4552493612961288e-05,0.2584916166553239
Marvin Gaye,5,9,6.733678837764114e-05,6.8219242820515475e-06,0.2835425856803529
International human rights instruments,2,3,5.969342318388658e-05,0.0,0.2861251883303657
René Descartes,17,26,0.0002345028593226232,0.0002873597494892537,0.33871098500202673
Gordon Brown,4,7,9.54309917812328e-05,8.144583116798883e-06,0.3529014274854295
Phosphorus trichloride,2,3,5.4352339171823443e-05,7.369220158614291e-07,0.2561932793720873
X Window System,7,7,0.00013525467110305276,1.4484647106254468e-05,0.2815743361639035
GNOME,7,9,0.0001166735388751933,0.00016747222781235175,0.30068369917236415
Great Lakes Storm of 1913,2,9,7.150477574023485e-05,1.356142235675635e-05,0.3230495631330704
Sumac,4,9,9.146467468706763e-05,1.5037641454565314e-05,0.30137776815984996
Arsenic,13,20,0.00020667146054735257,0.00012195628907863462,0.3412004899959167
Double-decker bus,6,14,0.00014559217625360538,0.0005339264942857521,0.3708832667554372
Helsinki,10,16,0.0002082818838918919,8.84889274781107e-05,0.36629843941785023
Scattered disc,3,5,7.507258713301021e-05,8.984747543991363e-06,0.29941235488032103
Loch Ness,2,5,6.249738402988121e-05,4.942691337386394e-06,0.27085899513776335
Sri Lankan Civil War,1,5,4.761907848436355e-05,1.8837618659787638e-06,0.2689930466134432
Delhi,12,17,0.00018508252019392216,6.25906901889105e-05,0.3442649967040211
Looney Tunes,10,14,0.00016306290619501587,9.416594169008003e-05,0.34706761920584817
Forrest Gump,5,14,8.007561056760652e-05,2.9669235836487668e-05,0.2967751101008666
Port Louis,3,5,9.873355702881765e-05,6.482481100770157e-06,0.350944981100378
Sorghum,4,9,0.00010251599935016484,1.8097411596568206e-05,0.3405885709627456
Eritrea,8,13,0.0001415980283468676,4.2534730410752554e-05,0.3395091825125955
Lost (TV series),5,9,8.646047564598393e-05,2.6243921170972993e-05,0.2897565711907899
Lipid,9,8,0.00013997127281035177,7.723391306306183e-05,0.29796034802453286
Fatty acid,33,20,0.0003591543212955282,0.0005540409596801969,0.33797120207086234
Omega-3 fatty acid,10,13,0.0001504444650471651,0.00044568159416046965,0.37266969940237266
Citizenship,20,21,0.0002717032758307802,0.000126302459704008,0.33606821106821105
Romeo and Juliet,9,10,0.0001408593808676806,4.116034029721794e-05,0.3209648920642237
Jane Austen,10,17,0.00017835857954642332,8.59599348775289e-05,0.37157595161864104
Keira Knightley,5,8,0.00010075340986349043,2.1003069945854307e-05,0.33997884286760516
Alligator,5,11,0.00011900877723780635,6.333037996733904e-05,0.37528069702685707
Blackpool,1,3,4.645106090928347e-05,4.86202429296267e-07,0.267050175775008
Portsmouth,10,13,0.00015281201268280706,4.762416723374581e-05,0.34669322047962825
Stratford-upon-Avon,5,5,0.00013365963606971188,1.6249713988622023e-05,0.34603279774722545
Tower of London,18,23,0.00023833258234428999,0.0002675828667088191,0.34825373009919147
Bertrand Russell,15,22,0.0002522151369094143,0.00018916973742031152,0.3633991476037227
Hammurabi,5,8,9.252367598435322e-05,4.683977752209158e-06,0.29036069219542704
Abbasid,10,11,0.000194761821747102,2.9726465968308904e-05,0.3412562280486809
Emu,4,7,0.00010368225769812373,3.536256893621197e-05,0.3369354838709677
Waste management,13,20,0.0002060191765729355,6.570826066956006e-05,0.3237003176570853
"Miami, Florida",13,24,0.00019218798609761063,0.00020545215088199652,0.3737030411449016
Bette Davis,4,12,6.567928038088316e-05,2.0823317166837092e-05,0.2776079734219269
Josephus,5,7,0.00014045528462066815,6.7681905456975974e-06,0.33501723999679256
Juvenile delinquency,3,5,8.081840134051801e-05,1.9905794318222206e-05,0.36826795945350377
Sputnik 2,5,8,9.477593846132697e-05,9.76735837767507e-06,0.31902871105681124
Tree Sparrow,2,9,4.7651169550824256e-05,5.755042760994646e-06,0.24759985776934929
Boudica,3,7,7.440623747522946e-05,5.932024137130004e-05,0.31956554994645864
Watling Street,4,4,6.364319298135664e-05,4.52762928798782e-06,0.26266817553124605
"German Crusade, 1096",4,6,7.865065328945404e-05,4.359109681648842e-06,0.2769822328294882
Cider,11,14,0.00017544305573400338,0.00012974183454792586,0.35850351810537157
Invasion of Grenada,4,8,9.716782215685608e-05,1.9174624608717395e-05,0.35129908349449257
Kosovo,8,9,0.00015398668262699432,1.9900070357597585e-05,0.3643816500959358
Physical paradox,3,10,6.746973385603642e-05,2.9599299376485455e-06,0.2741469816272966
Optical telescope,3,6,7.328267113663531e-05,1.1670784439638744e-05,0.27639587192378934
Guam,11,15,0.00015273694633425886,8.252418531636621e-05,0.38026758896878127
Pyrite,5,15,9.999999156983758e-05,2.069736902261757e-05,0.31723614274867123
Radish,5,11,8.726890786004351e-05,1.6733979606375744e-05,0.30716071166005
Sumatra,6,9,0.000131192999085715,4.1803837028291906e-05,0.33045954283002454
White cliffs of Dover,4,8,0.00010410547847600408,9.944618034318284e-06,0.3633675421812489
Maseru,1,3,4.883903124257439e-05,2.0246110206149192e-07,0.26065256722191027
Jimmy Wales,4,4,6.682668413238818e-05,6.327939774689534e-05,0.23357745848940573
Wombat,3,7,9.952963310450817e-05,1.3679989341834518e-05,0.33507097602053093
Flemish (linguistics),2,7,5.537083855079433e-05,6.905297505400411e-07,0.28477949696680527
West Flemish,4,5,0.00010025872093945585,3.470569137456766e-05,0.3404498044328553
Mark Twain,17,16,0.0002005947182838132,0.00043351379578954397,0.33840920136076463
Battle of Austerlitz,3,7,7.377610393214114e-05,2.144313291220585e-06,0.30139950945029576
Crimean War,12,12,0.00017742072222104094,0.00028573197794012965,0.3414793624846751
Axe,9,21,0.00015652328549214492,0.00011621366921867809,0.3404498044328553
Picts,6,17,0.00011977520310884072,9.084459332335579e-05,0.34089425587467365
Marco Polo,11,14,0.0001579238921224903,5.9482873141208495e-05,0.3307734937851318
Bison,8,8,0.00012576198024319762,9.139254121326265e-05,0.3045189504373178
Monaco Grand Prix,4,6,0.00010595481864324633,0.00012172491216213295,0.34209448947842463
Anschluss,5,15,0.0001226918202096747,2.103590323964322e-05,0.334400512245878
Tin(II) chloride,1,4,4.56892014940296e-05,8.203221564470285e-08,0.25635047245060744
Canadian House of Commons,7,9,0.00012144209975474275,1.3240077797100883e-05,0.3268914795399421
American Samoa,7,11,0.00013937711463765935,2.5410093497596667e-05,0.3697017963012123
Samoa,6,12,0.00011097201277056003,4.5048241385080794e-05,0.33931616990172986
Cotopaxi,3,4,6.937390034616216e-05,2.560940652349302e-06,0.28881515277201714
Milton Keynes,2,8,5.261026138826532e-05,8.996649725529761e-06,0.2718813040931867
Glasses,6,11,0.00010592427053246161,0.00010865768402413635,0.323274528009904
Columbia River,10,9,0.00010550123311757028,1.7767746410883223e-05,0.3116282538972179
EastEnders,5,11,9.717675715613464e-05,2.821481450629801e-05,0.30053229751114946
Snowdonia,2,5,6.258349492791646e-05,4.62764673814437e-06,0.29643820065276005
Zambezi,10,14,0.00015348271051549665,0.0005739101774427303,0.34508961757660855
Berber languages,12,12,0.00024478756258216743,3.1743219280060084e-05,0.35660635029020143
Cocos (Keeling) Islands,4,4,9.480830303756176e-05,8.563373384881932e-06,0.3331738437001595
Edema,5,5,9.527011553358255e-05,9.81566593143749e-06,0.29872729872729875
Schizophrenia,23,30,0.00029781752189848436,0.0003126020337104389,0.350062840385421
Weimar Republic,10,7,0.00015573406274437018,2.3447391211725332e-05,0.3276348808030113
Tropical Storm Odette (2003),1,5,4.414410902501225e-05,3.488975567141719e-07,0.24115440115440115
Ludwig Wittgenstein,8,10,0.00013729664890414626,4.4479574935295063e-05,0.3176944719032773
Brass instrument,4,9,9.608837756103304e-05,3.161518935362923e-05,0.30702527924750145
John Howard,4,11,0.00010502719976210619,1.6513314705839384e-05,0.34189852700490997
East-West Schism,7,13,0.00015295166280841887,2.4831526262813943e-05,0.3366368544033519
Bucharest,7,17,0.00012630000061159263,4.1640844647681835e-05,0.30092192451743016
Emacs,5,9,8.404328306635446e-05,1.8092069768651033e-05,0.2528137480334019
Hadrian's Wall,7,10,0.0001286458043940555,1.0925256657641562e-05,0.32460570274259964
Measurement,10,14,0.00015137274651128864,8.154043279147296e-05,0.3228997604142515
Leo Tolstoy,10,17,0.00014155682362294983,0.00010274423628216356,0.32952125561952833
Cystic fibrosis,5,9,9.08919023384435e-05,1.8953324746606027e-05,0.3044523792173723
Pernicious anemia,2,4,5.605403146840632e-05,1.2403929847806291e-06,0.2520663650075415
Volleyball,10,9,0.00017488359746395095,3.2386522518090005e-05,0.33942643594118127
Zimbabwe,34,39,0.000415187642207836,0.0003721588280453039,0.3654973318169889
Ska,8,12,0.00013753717184810893,6.935591498237714e-05,0.370094782531668
Ordovician,8,13,0.00012820649766719723,5.2256078016699874e-05,0.33322698995055033
Battle of Midway,6,15,0.00011005826764707384,0.00015475265506221457,0.3405330507783845
Talc,2,7,5.627449934551323e-05,5.7296911735940086e-06,0.27154556089951903
National parks of England and Wales,3,13,7.726279898633335e-05,6.271211507081458e-05,0.33359948898115616
Ottawa,12,17,0.0002099643349418183,6.983239070974283e-05,0.34871880477422584
Pollinator decline,4,8,8.280688184390486e-05,2.1787253180089917e-05,0.27583019739882486
Wernher von Braun,13,15,0.00015965934042877145,8.05085403820726e-05,0.3443501195087777
São Tomé and Príncipe,3,4,8.408071713647513e-05,4.9475643554637415e-06,0.3276862745098039
São Tomé,2,1,7.126589208887224e-05,1.174522493577366e-06,0.32250096487842533
Istanbul,19,22,0.00035985981189262504,0.000347333724222487,0.37390370502953285
Western Front (World War I),5,10,8.635350580297675e-05,1.0225065998857959e-05,0.3166590874639988
Wasabi,7,12,0.00011566669912585286,6.918897925525652e-05,0.33868352788586253
Bangkok,5,14,9.788648961159738e-05,1.5258543351243649e-05,0.3332004147061169
Martinique,9,12,0.0001764877747317622,4.556948297103624e-05,0.37673579801623086
Qing Dynasty,15,17,0.00022949017066523173,6.868559072504594e-05,0.3468659194686592
Atlantis,7,13,0.00011522529929921393,4.2779676588852095e-05,0.3188826133414746
Robert Schumann,6,5,0.00012276652512085924,8.96811828098386e-06,0.3437551423399704
Super Bowl XL,3,10,6.437023345036831e-05,4.8667482636480864e-05,0.28817767967995583
New England Patriots,4,4,9.125090841413162e-05,5.646280591151432e-06,0.2991122565864834
Neighbours,3,10,6.361860893013746e-05,8.12994181902613e-06,0.28716750292116294
Iguanodon,4,7,9.223823051624291e-05,3.178571696646322e-05,0.3411447701477913
Beirut,10,14,0.00017309945520004098,4.469425139797498e-05,0.34842798765740973
Shetland,9,10,0.00014717602502860265,6.836387021471956e-05,0.34927269687343254
Three Laws of Robotics,5,9,9.467912717562864e-05,3.9800585772557134e-05,0.3066422018348624
"The Championships, Wimbledon",9,14,0.0001690077488867585,0.0004237391676367666,0.3578893267089258
French Open (tennis),4,3,8.8498150488537e-05,3.6191080176592737e-06,0.31759787153173696
Civil society,12,18,0.000190771848991386,0.00020123825020778175,0.3378892033966842
Mammoth Cave National Park,2,7,5.049553213402363e-05,5.109571035634479e-06,0.274976964591286
Dover,5,12,9.56610821901259e-05,0.00012088855639308393,0.33604118072870587
Cassini-Huygens,9,12,0.000132024343780531,3.9682975845746634e-05,0.32640625
Soil profile,1,1,5.1465242403573094e-05,0.0,0.27312544943452965
Pelé,5,9,0.00010991428501307593,1.1445805253813194e-05,0.327737684342642
Pope Benedict XVI,9,20,0.00012635270737226,7.074712649760523e-05,0.3156304298557075
Qatar,13,22,0.0002523915119297143,0.00010328906859786055,0.381030551755586
Bahrain,19,15,0.00034623955307818013,0.0001341387881457907,0.4051590380139643
Limerick,4,8,0.00010418235221088475,8.62668213427346e-06,0.33426674133930717
Super 14,7,8,0.00013551655825969782,2.3595372359872855e-05,0.3566976863314266
Andorra,6,11,0.00016032664364413286,1.8526913551148732e-05,0.3690812720848057
Abu Dhabi,6,11,0.00013205224580790397,2.5815688123632368e-05,0.33731632488293234
Jehovah,2,4,7.213520194791388e-05,5.6446633698565425e-06,0.3027755634466266
The Blitz,12,16,0.00020095653276383665,6.11225725461085e-05,0.3704557545664125
Oil refinery,7,10,0.00012181787021832964,6.199760895575958e-05,0.3331472769316641
Mitochondrion,8,11,0.00016283976299119257,2.498544707474397e-05,0.3005106811479537
Indira Gandhi,4,10,9.476812165865926e-05,9.431897077369221e-06,0.33227294417051056
Akira Kurosawa,2,5,5.278828829454137e-05,4.432763495225641e-06,0.2801770386266094
Brisbane,6,10,0.00011911238093134942,4.725523011853498e-05,0.3500335120643432
Lyon,3,11,0.00010418321196516785,2.9153375614453468e-05,0.345975488572375
Vicia faba,8,12,0.00017669997480963058,2.8280329779187106e-05,0.33421326293896486
Ramayana,8,11,0.00016888114678246852,2.224203985716027e-05,0.34142355152406634
Kuala Lumpur,4,7,0.00010095614775310741,3.207507200284434e-05,0.35524190119887766
Penda of Mercia,3,3,6.0466530208867154e-05,7.474463858607725e-06,0.25726600985221676
Emanuel Swedenborg,3,8,7.562735440625964e-05,1.652471235623952e-05,0.3151304872529793
Shroud of Turin,3,11,7.675709202636434e-05,9.532432166721839e-06,0.30139950945029576
Celtic mythology,4,12,7.048812936201102e-05,1.5902971009927223e-05,0.2842563614097156
King Arthur,15,22,0.00021519054623976518,0.0002684452980469958,0.3500041886571165
Raney nickel,1,7,5.10795653520829e-05,2.150493498285115e-06,0.2644638561843271
Doctor Who,26,25,0.0003287644323227441,0.0009273587593894725,0.3648908296943231
Battle of the Somme (1916),2,7,6.76387191475063e-05,7.458856193274823e-07,0.314869244102796
One Flew Over the Cuckoo's Nest (novel),0,2,3.5893754486719313e-05,0.0,0.0
Matrix (mathematics),8,10,0.00012992427013624677,7.307466486666681e-05,0.3185422384873437
Sultan,8,9,0.00013684575745635507,1.7198964168394948e-05,0.3298334254361727
George Fox,2,2,5.600854392029569e-05,6.317788449156224e-07,0.28027101361776346
John Constable,4,5,8.820394455392902e-05,1.9874555828273266e-05,0.33623048446805087
Impressionism,19,15,0.00027033997262094394,0.0004428650331982041,0.35865739548459097
Cretaceous-Tertiary extinction event,12,20,0.00015344041614074076,0.0003053692885316523,0.3209648920642237
Max Weber,12,19,0.00019391929003647595,5.704425243367146e-05,0.3486897012184944
GlaxoSmithKline,6,5,0.0001321157794048909,2.110990241679886e-05,0.3530803684610834
"Frederick II, Holy Roman Emperor",2,5,5.697892196363819e-05,2.2185211664785227e-06,0.3012473862571202
Beatles for Sale,3,6,7.506015970398219e-05,2.6172903530079364e-05,0.33445405059237915
Flag of Hong Kong,2,8,7.588274951092404e-05,8.17926485269984e-06,0.3491267652711624
James K. Polk,4,7,6.667433707974182e-05,1.4956223484343076e-05,0.2848571623372196
Rosetta Stone,3,7,7.63483216555069e-05,1.9657989381487943e-05,0.3097568208778173
Cape Horn,5,15,9.185928593610337e-05,2.922468192037621e-05,0.32814954445491673
German reunification,10,14,0.00018483019612458877,2.646930607133112e-05,0.3462048392442824
Mountain Gorilla,1,5,4.852239748375364e-05,3.3060244901990887e-07,0.2551917908624481
Chad,17,20,0.00025510778058477674,0.00011573952419803922,0.3516539011867688
Lake Chad,3,2,6.982703895029317e-05,5.440430671058991e-07,0.2826219305959548
Constructivism (art),2,4,5.588687481298381e-05,2.96780723976033e-06,0.2739672131147541
Sequence alignment,5,6,0.00010567275500619882,0.00024716894477791647,0.28887506049920486
Multiple sequence alignment,1,4,5.0803927224455176e-05,2.7157864371667696e-07,0.22414163090128755
New Caledonia,5,10,0.00014384741521200574,1.4836855360830742e-05,0.357460643394935
Project Vanguard,3,5,5.763646670207766e-05,2.2459394361183194e-06,0.25230992209674497
"Denver, Colorado",9,8,0.00014470458298683676,3.559801338385787e-05,0.37052146151117415
Mustard plant,6,11,9.971913293087693e-05,0.00013961446069209586,0.36963637972219765
Consumer protection,2,7,6.197426923203588e-05,4.4018624510718525e-06,0.2808173141551284
Contact lens,4,14,9.167999308487327e-05,0.0003965547379137298,0.2854605083356108
Asunción,2,2,6.30657678980353e-05,7.324987433880521e-07,0.30068369917236415
Raphael,11,12,0.00019722054982035319,4.583726145312659e-05,0.3454891259406268
Crab Nebula,4,11,8.251401453334147e-05,4.10050375671582e-06,0.2917394036729279
Malawi,11,13,0.00016262571543818735,0.00022186357694145412,0.34895180823519584
Lilongwe,2,4,6.400841487960151e-05,1.32811631239885e-06,0.3227750309023486
William Renshaw,3,3,7.586094788861983e-05,7.5846384318159955e-06,0.30881809446374453
Ultimatum game,2,3,7.213279986884713e-05,2.4444975776059205e-05,0.36849532545422475
Interpol,9,15,0.00020834522042236718,0.00011750291915497722,0.39463492963067914
War of the League of Cambrai,4,6,7.161288141350728e-05,2.3755703372344406e-05,0.29624902503013545
Italian War of 1521,3,7,6.750231898810141e-05,0.00024240145489877333,0.27740521877697366
Silurian,4,8,8.708284958721033e-05,1.163402797489429e-05,0.2858511220580186
Welsh law,3,6,7.561621497194936e-05,5.7996888028004635e-06,0.28969629732353347
Momentum,12,8,0.00016101941999061242,2.087743695622126e-05,0.29977757049580256
Bran,6,12,8.836557522352253e-05,3.957514040532692e-06,0.30301711633304323
Damascus,14,18,0.00020325561752553036,0.00011801878853967908,0.3338927515384001
Wrestling,5,9,0.00010425625971470829,3.1806623508899805e-05,0.32998973224863754
Warren G. Harding,1,6,4.8749434514482666e-05,1.7027270563701686e-06,0.28273668538945657
Bull shark,4,14,7.75042918837277e-05,2.9239490488469653e-05,0.27782949860353773
Calligraphy,15,18,0.00027694270711059427,0.00012970593199826443,0.36642694264164183
East Timor,7,11,0.00014629661893577822,1.1893480608349321e-05,0.3425151664207247
Stoicism,2,7,5.100944313456505e-05,2.526986451831161e-06,0.264681659803611
Jacques Cartier,3,7,7.937481522599992e-05,5.5312502971911875e-06,0.3280980053400345
Himno Nacional Mexicano,1,3,5.154410549242696e-05,1.7976639329292116e-07,0.2974724101103596
Abhidhamma Pitaka,4,5,0.00015233762265632217,1.0657923349593106e-05,0.307613017228685
Turks and Caicos Islands,8,11,0.00017168229658765736,1.9537831292545687e-05,0.381030551755586
Scots language,15,19,0.00026356304583567366,0.0004919221475825843,0.37871646120377084
Anguilla,10,10,0.0002584710246271724,0.00020495869108911574,0.40103666730658477
